procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1  68516 62748292  14844 978744    0    0  1512     0 1219  364  2  0 98  0  0
 1  1  68516 62745564  14844 979760    0    0  1548     0 1268  352  2  0 98  0  0
 1  1  68516 62742588  14844 981064    0    0  1604     8 1252  452  2  0 98  0  0
 1  1  68516 62738744  14844 983020    0    0  1612     0 1250  350  2  0 98  0  0
 1  1  68516 62736512  14844 984036    0    0  1592     0 1207  354  2  0 98  0  0
 1  1  68516 62733536  14844 985992    0    0  1484     0 1240  346  2  0 98  0  0
 1  1  68516 62730560  14956 987184    0    0  1648     0 1270  434  2  0 98  0  0
 1  1  68516 62727584  14956 989140    0    0  1564     8 1233  328  2  0 98  0  0
 1  1  68516 62724360  14956 990808    0    0  1588     0 1197  358  2  0 98  0  0
 1  1  68516 62721384  14956 992112    0    0  1516     0 1247  356  2  0 98  0  0
 1  1  68516 62719400  14956 994068    0    0  1520     8 1263  468  2  0 98  0  0
 1  1  68516 62716052  14956 994720    0    0  1520     0 1275  356  2  0 98  0  0
 1  1  68516 62712828  14956 997040    0    0  1484     0 1183  336  2  0 98  0  0
 1  1  68516 62710348  14956 997692    0    0  1464     4 1241  332  2  0 98  0  0
 1  1  68516 62707372  14956 999648    0    0  1484     0 1240  444  2  0 98  0  0
 1  1  68516 62704644  14956 1000952    0    0  1488     0 1275  358  2  0 98  0  0
 1  1  68516 62701792  14956 1002984    0    0  1632     0 1234  372  2  0 98  0  0
 1  1  68516 62698692  14956 1003636    0    0  1452     0 1243  338  2  0 98  0  0
 1  1  68516 62695964  15068 1005844    0    0  1588     0 1273  438  2  0 98  0  0
 1  1  68516 62692988  15068 1007148    0    0  1592     4 1254  370  2  0 98  0  0
 1  1  68516 62690012  15068 1008452    0    0  1472     0 1215  366  2  0 98  0  0
 1  1  68516 62686040  15068 1010408    0    0  1668     0 1278  370  2  0 98  0  0
 1  1  68516 62683312  15068 1012440    0    0  1548     0 1242  440  2  0 98  0  0
 1  1  68516 62680336  15068 1013744    0    0  1484     0 1238  342  2  0 98  0  0
 1  1  68516 62677856  15068 1015048    0    0  1508     0 1188  334  2  0 98  0  0
 1  1  68516 62674384  15068 1016352    0    0  1612     8 1259  362  2  0 98  0  0
 1  1  68516 62671160  15068 1018308    0    0  1552     0 1240  440  2  0 98  0  0
 1  1  68516 62668680  15068 1019612    0    0  1584     0 1246  354  2  0 98  0  0
 1  1  68516 62665704  15068 1021568    0    0  1604     0 1189  344  2  0 98  0  0
 1  1  68516 62662728  15068 1022872    0    0  1488     0 1233  336  2  0 98  0  0
 1  1  68516 62660000  15068 1024252    0    0  1512     0 1281  466  2  0 98  0  0
 1  1  68516 62657764  15068 1026208    0    0  1468     4 1284  358  2  0 98  0  0
 1  1  68516 62654788  15068 1028164    0    0  1612     0 1188  356  2  0 98  0  0
 1  1  68516 62651812  15068 1028816    0    0  1504     0 1246  344  2  0 98  0  0
 1  1  68516 62647844  15068 1030484    0    0  1556     0 1235  448  2  0 98  0  0
 1  1  68516 62644868  15068 1032440    0    0  1664     0 1268  388  2  0 98  0  0
 1  1  68516 62641892  15188 1033624    0    0  1616     0 1214  346  2  0 98  0  0
 1  1  68516 62639412  15188 1034928    0    0  1544     4 1261  362  2  0 98  0  0
 1  1  68516 62636436  15188 1036232    0    0  1588     0 1232  444  2  0 98  0  0
 1  1  68516 62633460  15188 1038188    0    0  1524     0 1251  340  2  0 98  0  0
 1  1  68516 62630484  15188 1039492    0    0  1572    23 1227  386  2  0 98  0  0
 1  1  68516 62627136  15188 1041448    0    0  1640     0 1288  378  2  0 98  0  0
 1  1  68516 62624656  15188 1042828    0    0  1588     0 1249  472  2  0 98  0  0
 1  1  68516 62621680  15188 1044132    0    0  1620     4 1259  364  2  0 98  0  0
 1  1  68516 62618208  15188 1046088    0    0  1556     0 1185  346  2  0 98  0  0
 1  1  68516 62615728  15188 1048408    0    0  1512     0 1254  344  2  0 98  0  0
 1  1  68516 62612504  15188 1049060    0    0  1516     0 1231  444  2  0 98  0  0
 1  1  68516 62609064  15188 1050364    0    0  1600     0 1261  368  2  0 98  0  0
 1  1  68516 62606584  15188 1052320    0    0  1604     0 1194  360  2  0 98  0  0
 1  1  68516 62603608  15188 1054276    0    0  1512     8 1271  371  2  0 98  0  0
 1  1  68516 62600384  15188 1054928    0    0  1628     0 1260  452  2  0 98  0  0
 1  1  68516 62597176  15188 1056884    0    0  1700     0 1301  402  2  0 98  0  0
 1  1  68516 62594696  15188 1059280    0    0  1656     0 1210  370  2  0 98  0  0
 1  1  68516 62591720  15188 1060584    0    0  1580     0 1253  356  2  0 98  0  0
 1  1  68516 62588248  15188 1062540    0    0  1640     0 1237  448  2  0 98  0  0
 1  1  68516 62585272  15188 1063844    0    0  1556     4 1251  346  2  0 98  0  0
 1  1  68516 62582296  15188 1065800    0    0  1612     0 1265  386  2  0 98  0  0
 1  1  68516 62579444  15188 1066452    0    0  1548     0 1291  354  2  0 98  0  0
 1  1  68516 62576344  15384 1068212    0    0  1712     0 1324  466  2  0 98  0  0
 1  1  68516 62572996  15384 1069516    0    0  1636     0 1271  376  2  0 98  0  0
 1  1  68516 62570020  15384 1071472    0    0  1584     0 1218  368  2  0 98  0  0
 1  1  68516 62567020  15384 1072776    0    0  1556     8 1284  366  2  0 98  0  0
 1  1  68516 62564788  15384 1075172    0    0  1588     0 1237  450  2  0 98  0  0
 1  1  68516 62561812  15384 1076476    0    0  1460     0 1248  342  2  0 98  0  0
 1  1  68516 62558836  15384 1077780    0    0  1588     0 1204  368  2  0 98  0  0
 1  1  68516 62555860  15500 1079620    0    0  1620     0 1278  338  2  0 98  0  0
 1  1  68516 62552636  15500 1081576    0    0  1640     0 1238  456  2  0 98  0  0
 1  1  68516 62549660  15500 1082228    0    0  1584     4 1268  372  2  0 98  0  0
 1  1  68516 62546188  15500 1084184    0    0  1584     0 1192  350  2  0 98  0  0
 2  0  68516 62543460  15500 1085488    0    0  1632     0 1262  369  2  0 98  0  0
 1  1  68516 62540484  15500 1087444    0    0  1600     8 1306  501  2  0 98  0  0
 1  1  68516 62537312  15500 1088748    0    0  1568     0 1311  366  2  0 98  0  0
 1  1  68516 62533592  15500 1091144    0    0  1596     0 1227  362  2  0 98  0  0
 1  1  68516 62531608  15500 1092448    0    0  1568     8 1287  374  2  0 98  0  0
 1  1  68516 62528632  15500 1093752    0    0  1628     0 1252  470  2  0 98  0  0
 1  1  68516 62525160  15500 1095056    0    0  1620     0 1278  392  2  0 98  0  0
 1  1  68516 62522432  15500 1097012    0    0  1540     0 1181  334  2  0 98  0  0
